new_ward_code,old_ward_code
"09430","09448"
"09430","09430"
"25708","25735"
"25708","25708"
"25993","26191"
"25993","25993"
"26041","26011"
"26041","26023"
"26041","26041"
"26041","26029"
"26041","26065"
"26041","26050"
"12452","12452"
"12452","12439"
"12452","12445"
"12452","12463"
"10570","10564"
"10570","10561"
"10570","10570"
"10729","10732"
"10729","10708"
"10729","10729"
"12454","12454"
"12454","12442"
"12454","13084"
"12454","13108"
"12454","12469"
"12454","13090"
"10573","10573"
"10573","10567"
"10573","10585"
"18100","18088"
"18100","18103"
"18100","18100"
"18100","18598"
"22015","22015"
"22015","22018"
"22015","22030"
"22015","22033"
"22015","22036"
"22015","22315"
"06706","06706"
"06706","06700"
"24163","24124"
"24163","24157"
"24163","24163"
"27712","27698"
"27712","27712"
"27712","27706"
"27712","27718"
"31147","31149"
"31147","31147"
"07682","07720"
"07682","07702"
"07682","07723"
"07682","07682"
"30376","30376"
"30376","30412"
"16594","16585"
"16594","16594"
"16594","16582"
"01288","01276"
"01288","01288"
"01288","01285"
"01288","01720"
"01288","01714"
"25920","25921"
"25920","25920"
"04792","04792"
"04792","04825"
"04792","04813"
"27475","27490"
"27475","27475"
"27475","27472"
"27475","27481"
"10537","10537"
"10537","11011"
"10537","11077"
"29593","29560"
"29593","29593"
"26710","26707"
"26710","26710"
"25891","25937"
"25891","25936"
"25891","25891"
"25891","25933"
"25891","25939"
"24121","24118"
"24121","24121"
"24121","24166"
"31213","31213"
"17128","17128"
"17128","17113"
"17128","17107"
"27487","27487"
"27487","27493"
"29566","29563"
"29566","29566"
"29566","29569"
"25459","25456"
"25459","25468"
"25459","25459"
"25459","25462"
"25459","25465"
"03408","03387"
"03408","03408"
"03408","03409"
"03408","03415"
"03408","03418"
"27031","27031"
"27031","27034"
"26713","26716"
"26713","26713"
"27019","27010"
"27019","27016"
"27019","27019"
"27478","27478"
"27478","27466"
"27478","27469"
"26725","26725"
"26725","26722"
"32025","32008"
"32025","32025"
"32025","32026"
"32025","32017"
"32025","32029"
"26782","26770"
"26782","26782"
"07699","07714"
"07699","07690"
"07699","07699"
"26188","25996"
"26188","26194"
"26188","26185"
"26188","26188"
"25888","25888"
"25888","25930"
"25888","25903"
"25888","25918"
"25945","25945"
"25945","25948"
"26737","26734"
"26737","26737"
"17011","17005"
"17011","16994"
"17011","17011"
"14533","14530"
"14533","14533"
"14533","14542"
"14533","14437"
"14533","14521"
"00103","00109"
"00103","00112"
"00103","00103"
"00103","00100"
"00634","00628"
"00634","00634"
"25843","25843"
"25843","25810"
"22390","22336"
"22390","22351"
"22390","22390"
"22390","22393"
"22390","22399"
"22390","22396"
"27013","27013"
"00613","00607"
"00613","00613"
"05500","05500"
"05500","05470"
"05500","05476"
"05500","05479"
"05500","05464"
"30766","30766"
"30766","30784"
"30766","30805"
"03646","03652"
"03646","03649"
"03646","03646"
"03646","03655"
"09604","09589"
"09604","09607"
"09604","09598"
"09604","09604"
"26842","26839"
"26842","26836"
"26842","26842"
"26842","26845"
"16561","16561"
"16561","16612"
"16561","16618"
"16561","16621"
"00322","00322"
"00322","00313"
"00322","00325"
"00322","00298"
"30520","30514"
"30520","30520"
"30520","30529"
"10891","10891"
"10891","10540"
"10891","10942"
"00592","00592"
"00592","00625"
"00592","00626"
"00592","00632"
"00592","00631"
"09367","09367"
"09367","09391"
"09367","09394"
"09367","09397"
"07774","07774"
"07774","07762"
"07774","07759"
"07774","07771"
"06811","06817"
"06811","06811"
"06811","06826"
"17920","16705"
"17920","17920"
"17920","17908"
"17920","16670"
"16708","16708"
"16708","17902"
"16708","17926"
"16708","17905"
"16708","17917"
"16702","16666"
"16702","17914"
"16702","17923"
"16702","16702"
"10543","10543"
"10543","10927"
"00127","00115"
"00127","00124"
"00127","00121"
"00127","00127"
"06661","06703"
"06661","06661"
"06661","06655"
"07900","07897"
"07900","07900"
"07900","07933"
"07900","07888"
"07900","07930"
"07777","07768"
"07777","07765"
"07777","07777"
"07777","07783"
"06820","06808"
"06820","06814"
"06820","06823"
"06820","06820"
"07798","07804"
"07798","07786"
"07798","07780"
"07798","07798"
"07798","07792"
"07918","07918"
"07918","07921"
"07918","08287"
"07918","08281"
"04033","03983"
"04033","04033"
"09190","09181"
"09190","09244"
"09190","09190"
"00226","00226"
"00226","00202"
"00226","00193"
"00226","00205"
"00226","00181"
"00226","00196"
"04279","04558"
"04279","04279"
"04279","04249"
"04279","04783"
"31783","31783"
"31783","31801"
"31783","31798"
"00301","00304"
"00301","00301"
"08716","08725"
"08716","08710"
"08716","08728"
"08716","08719"
"08716","08716"
"31804","31804"
"31804","31807"
"30760","30763"
"30760","30760"
"30760","30844"
"31834","31819"
"31834","31834"
"00283","00283"
"00283","00268"
"00283","00310"
"25912","25900"
"25912","25912"
"30325","30325"
"30325","30331"
"30325","30334"
"08707","08707"
"08707","08713"
"08707","08722"
"08707","08731"
"09169","09256"
"09169","09166"
"09169","09169"
"09169","09163"
"12466","12448"
"12466","12466"
"12466","13261"
"12466","13249"
"12466","13252"
"26506","26506"
"26506","26509"
"26506","26512"
"26506","26515"
"26506","26518"
"26506","26521"
"26506","26508"
"18823","18835"
"18823","18823"
"18823","18796"
"27190","27184"
"27190","27190"
"27190","27193"
"27190","27181"
"27190","27178"
"05890","05890"
"05890","05878"
"05890","05893"
"05890","05884"
"13972","13696"
"13972","13972"
"31321","31318"
"31321","31321"
"31321","31330"
"31333","31333"
"31333","31324"
"31333","31327"
"19777","19777"
"19777","19963"
"19777","19792"
"27139","27139"
"08746","08746"
"08746","08747"
"08746","08752"
"08746","08749"
"24781","24781"
"24781","24784"
"24781","24793"
"24781","24796"
"24781","24802"
"26104","26104"
"26104","26101"
"00622","00623"
"00622","00622"
"24805","24799"
"24805","24805"
"24805","24810"
"24805","24811"
"22076","22053"
"22076","22076"
"00611","00610"
"00611","00611"
"04252","04261"
"04252","04252"
"04252","04255"
"04252","04258"
"04252","04264"
"07681","07726"
"07681","07717"
"07681","07681"
"00175","00172"
"00175","00175"
"09562","09562"
"09562","10117"
"14371","14375"
"14371","14371"
"14371","14461"
"00340","00340"
"14725","14374"
"14725","14704"
"14725","14725"
"06832","06832"
"06832","06835"
"06832","06829"
"10660","10660"
"10660","10822"
"07948","07948"
"07948","07966"
"07948","07960"
"04543","04543"
"04543","04540"
"04543","04546"
"04543","04567"
"00190","00190"
"00190","00178"
"31153","31153"
"31153","31154"
"31153","31159"
"31153","31267"
"07228","07687"
"07228","07216"
"07228","07222"
"07228","07228"
"07228","07366"
"03127","03127"
"03127","03133"
"03127","03136"
"03127","03130"
"03127","03142"
"03127","03145"
"20551","20596"
"20551","20593"
"20551","20551"
"20557","20557"
"20557","20560"
"20557","20554"
"20579","20580"
"20579","20579"
"20579","20581"
"20579","20563"
"20579","20578"
"03388","03391"
"03388","03403"
"03388","03389"
"03388","03388"
"03388","03386"
"16609","16609"
"16609","16627"
"09301","09274"
"09301","09289"
"09301","09301"
"22738","22738"
"22738","22831"
"13693","13693"
"13693","13717"
"13693","13711"
"24617","24617"
"24617","24628"
"14566","14353"
"14566","14569"
"14566","14566"
"14566","14575"
"19333","19333"
"19333","19354"
"19333","19345"
"19333","19330"
"19333","19339"
"22258","22258"
"22258","22267"
"22258","22279"
"25951","25951"
"25951","25954"
"25951","25957"
"26791","26791"
"26791","26787"
"26791","26788"
"22780","22779"
"22780","22771"
"22780","22780"
"22780","22768"
"11411","11410"
"11411","11411"
"11411","11419"
"05977","05977"
"05977","05980"
"05977","05992"
"05977","06247"
"07135","07135"
"07135","07138"
"00602","00602"
"00602","00601"
"00602","00617"
"00602","00604"
"16417","16429"
"16417","16426"
"16417","16393"
"16417","16417"
"16417","16420"
"16417","16423"
"16417","14803"
"16417","16435"
"16378","16390"
"16378","16399"
"16378","16381"
"16378","16408"
"16378","16384"
"16378","16378"
"16378","16414"
"16378","16432"
"29812","29813"
"29812","29812"
"29812","29818"
"29812","29809"
"15853","16405"
"15853","16402"
"15853","15850"
"15853","15856"
"15853","16396"
"15853","15847"
"15853","15853"
"07093","07102"
"07093","07099"
"07093","07126"
"07093","07120"
"07093","07093"
"23302","23308"
"23302","23302"
"23302","23305"
"23284","23296"
"23284","23284"
"23284","23311"
"12133","12121"
"12133","12130"
"12133","12133"
"12133","12139"
"12133","12136"
"00637","00637"
"31411","31411"
"31411","31414"
"31411","31344"
"28249","28252"
"28249","28249"
"28249","28282"
"00316","00307"
"00316","00316"
"00235","00235"
"00235","00217"
"00235","00208"
"11455","11458"
"11455","11461"
"11455","11455"
"18880","18889"
"18880","18898"
"18880","18865"
"18880","18868"
"18880","18856"
"18880","18880"
"18880","18874"
"18880","18853"
"09385","09382"
"09385","09383"
"09385","09385"
"18871","18892"
"18871","18895"
"18871","18877"
"18871","18871"
"18859","18886"
"18859","18883"
"18859","18859"
"13348","13333"
"13348","13348"
"13348","13321"
"25210","25207"
"25210","25210"
"27043","27043"
"27043","27046"
"27043","27049"
"21439","21469"
"21439","21439"
"21439","21463"
"21439","21466"
"21439","21460"
"01840","01834"
"01840","01846"
"01840","01840"
"29584","29587"
"29584","29581"
"29584","29578"
"29584","29584"
"22558","22537"
"22558","22549"
"22558","22558"
"04342","04333"
"04342","04327"
"04342","04351"
"04342","04342"
"04537","04573"
"04537","04537"
"04450","04450"
"04450","04645"
"04345","04369"
"04345","04345"
"04345","04357"
"04345","04324"
"22597","22600"
"22597","22603"
"22597","22597"
"22597","22585"
"03194","03194"
"03194","03191"
"04705","04627"
"04705","04705"
"04630","04480"
"04630","04630"
"22552","22534"
"22552","22552"
"19483","19483"
"19483","19477"
"19483","19492"
"20056","20104"
"20056","20047"
"20056","20056"
"20056","20053"
"20044","20065"
"20044","20083"
"20044","20068"
"20044","20044"
"20071","20071"
"20071","20086"
"20071","20074"
"20071","20089"
"20101","20080"
"20101","20095"
"20101","20098"
"20101","20101"
"20050","20059"
"20050","20050"
"02686","02689"
"02686","02686"
"12499","12478"
"12499","12490"
"12499","12499"
"12499","12475"
"23954","23954"
"23954","23956"
"23954","23953"
"30985","30985"
"30985","31009"
"30985","30997"
"05425","05428"
"05425","05404"
"05425","05425"
"30589","30589"
"30589","30613"
"30589","30625"
"17479","17479"
"17479","17482"
"17479","17497"
"17479","17500"
"30526","30526"
"30526","30523"
"30526","30532"
"29158","29161"
"29158","29158"
"29158","29155"
"30019","30019"
"30019","30016"
"21628","21628"
"21628","21631"
"11674","11677"
"11674","11674"
"11674","11671"
"28429","28429"
"28429","28432"
"28429","28420"
"09877","09892"
"09877","09883"
"09877","09880"
"09877","09877"
"09877","09889"
"11668","11665"
"11668","11668"
"11668","11662"
"05809","05824"
"05809","05809"
"05809","05812"
"30028","30022"
"30028","30028"
"30028","30139"
"25867","25861"
"25867","25867"
"25867","25879"
"21609","21625"
"21609","21610"
"21609","21609"
"11629","11629"
"11629","11653"
"11629","11659"
"11629","11641"
"11629","11656"
"21769","21769"
"21769","21766"
"21769","21781"
"07654","07645"
"07654","07654"
"31531","31534"
"31531","31543"
"31531","31531"
"28243","28237"
"28243","28243"
"28243","28240"
"31018","31018"
"31018","31033"
"31018","31039"
"05395","04981"
"05395","05395"
"05395","05398"
"29143","29143"
"29143","29128"
"29143","29131"
"27508","27499"
"27508","27502"
"27508","27508"
"21940","21940"
"21940","21946"
"31594","31600"
"31594","31594"
"27943","27940"
"27943","27943"
"27943","27946"
"15766","15709"
"15766","15730"
"15766","15733"
"15766","15766"
"10645","10645"
"10645","10630"
"10645","10639"
"21034","21262"
"21034","21256"
"21034","21037"
"21034","21034"
"30337","30337"
"30337","30370"
"30337","30355"
"30337","30358"
"29317","29317"
"29317","29320"
"26383","26398"
"26383","26383"
"29944","29944"
"29944","29950"
"11647","11650"
"11647","11647"
"11647","11644"
"29224","29218"
"29224","29224"
"29224","29215"
"10792","10786"
"10792","10777"
"10792","10792"
"31615","31615"
"31615","31618"
"31615","31621"
"31615","31624"
"28633","28639"
"28633","28633"
"28633","28621"
"27673","27682"
"27673","27673"
"21622","21622"
"21622","21634"
"11635","11632"
"11635","11635"
"11635","11638"
"29275","29275"
"29275","29272"
"29275","29284"
"31988","31987"
"31988","31988"
"21616","21613"
"21616","21616"
"21616","21619"
"26296","26284"
"26296","26296"
"28957","28957"
"28957","28963"
"28957","28972"
"22828","22828"
"22828","22825"
"17329","17353"
"17329","17329"
"17329","17374"
"17365","17365"
"17365","17359"
"17365","17362"
"20458","20461"
"20458","20458"
"23798","23797"
"23798","23798"
"01906","01900"
"01906","01909"
"01906","01906"
"30547","30547"
"30547","30550"
"30547","30553"
"06970","06970"
"06970","06973"
"06970","06982"
"06970","06988"
"21499","21499"
"21499","21500"
"21205","21205"
"21205","21184"
"21205","21178"
"19567","19570"
"19567","19567"
"30085","30085"
"30085","30094"
"06196","06196"
"06196","06202"
"06196","06238"
"29110","29110"
"29110","29164"
"29110","29173"
"29110","29170"
"29110","29149"
"21523","21523"
"21523","21535"
"21523","21532"
"21484","21526"
"21484","21484"
"21484","21511"
"21490","21487"
"21490","21490"
"21529","21517"
"21529","21505"
"21529","21529"
"09700","09703"
"09700","09712"
"09700","09700"
"21538","21538"
"16171","16096"
"16171","16099"
"16171","16171"
"16171","16105"
"21496","21502"
"21496","21493"
"21496","21496"
"05245","05227"
"05245","05257"
"05245","05245"
"07537","07555"
"07537","07537"
"29638","29644"
"29638","29638"
"29638","29635"
"32069","32068"
"32069","32074"
"32069","32069"
"23590","23590"
"23590","23761"
"23590","23746"
"23590","23692"
"07573","07573"
"07573","07564"
"07573","07597"
"15382","15379"
"15382","15382"
"15382","15388"
"15382","15391"
"25405","25405"
"25405","25404"
"03466","03466"
"03466","03448"
"03433","03469"
"03433","03454"
"03433","03433"
"24235","24235"
"20308","20299"
"20308","20308"
"27592","27589"
"27592","27592"
"27592","27586"
"25822","25822"
"23896","23896"
"23896","23899"
"23896","23890"
"26254","26251"
"26254","26254"
"26254","26260"
"26254","26257"
"26638","26635"
"26638","26638"
"14923","14971"
"14923","14962"
"14923","14923"
"22795","22792"
"22795","22795"
"22795","22804"
"22786","22786"
"22786","22789"
"22786","22783"
"22801","22801"
"22801","22798"
"15607","15607"
"00577","00589"
"00577","00583"
"00577","00577"
"02683","02710"
"02683","02716"
"02683","02743"
"02683","02734"
"02683","02683"
"02296","02290"
"02296","02296"
"30898","30898"
"30898","30892"
"30898","30893"
"26389","26386"
"26389","26389"
"21829","21838"
"21829","21832"
"21829","21829"
"21829","21823"
"13540","13546"
"13540","13540"
"13540","13519"
"02548","02551"
"02548","02563"
"02548","02548"
"17230","17230"
"27637","27637"
"27637","27634"
"27637","27625"
"26656","26656"
"21100","21100"
"21100","21106"
"21733","21748"
"21733","21754"
"21733","21733"
"06112","06112"
"06112","06100"
"06112","06106"
"13531","13531"
"13531","13543"
"13531","13528"
"30826","30826"
"10966","10963"
"10966","10966"
"10966","10978"
"10966","10984"
"26590","26593"
"26590","26590"
"26590","26605"
"21817","21817"
"21817","21811"
"21817","21826"
"27793","27790"
"27793","27799"
"27793","27793"
"27793","27796"
"30118","30118"
"30118","30124"
"30118","30103"
"30607","30607"
"30607","30601"
"30607","30592"
"27811","27811"
"27811","27808"
"27811","27802"
"27619","27619"
"27619","27622"
"27667","27667"
"27667","27670"
"21820","21820"
"21820","21814"
"06838","06838"
"06838","06859"
"06838","06853"
"03390","03413"
"03390","03412"
"03390","03390"
"27610","27607"
"27610","27610"
"13504","13504"
"13504","13510"
"13504","13516"
"26278","26269"
"26278","26278"
"14623","14689"
"14623","14623"
"14623","14686"
"21085","21085"
"21085","21064"
"21085","21058"
"17515","17509"
"17515","17510"
"17515","17515"
"17515","17518"
"10126","10126"
"10126","10132"
"10126","10141"
"10126","10135"
"10126","10120"
"30487","30487"
"30487","30490"
"30487","30499"
"27544","27550"
"27544","27523"
"27544","27544"
"13501","13501"
"13501","13525"
"13501","13555"
"13096","13096"
"13096","13114"
"13096","13087"
"08935","08935"
"08935","08953"
"08935","08956"
"08935","08959"
"28648","28648"
"28648","28645"
"28648","28642"
"29287","29287"
"29287","29293"
"29287","29290"
"08275","08275"
"08275","08263"
"08275","08272"
"21835","21841"
"21835","21835"
"21835","21850"
"28471","28471"
"28471","28492"
"28471","28489"
"30823","30823"
"21040","21046"
"21040","21052"
"21040","21070"
"21040","21055"
"21040","21082"
"21040","21040"
"21040","21088"
"13558","13558"
"13558","13561"
"13558","13552"
"13183","13171"
"13183","13183"
"13183","13177"
"03724","03724"
"03724","03730"
"30163","30148"
"30163","30163"
"27868","27868"
"27868","27871"
"27868","27922"
"05605","05605"
"05605","05599"
"30445","30442"
"30445","30445"
"30445","30454"
"28564","28564"
"28564","28540"
"08944","08944"
"08944","08938"
"25246","25240"
"25246","25246"
"25246","25243"
"02404","02395"
"02404","02404"
"08950","08936"
"08950","08950"
"08950","08947"
"05587","05587"
"05587","05584"
"05587","05575"
"05587","05578"
"20035","20026"
"20035","20035"
"20035","20041"
"29050","29050"
"29050","29086"
"29050","29092"
"13186","13186"
"13186","13189"
"13186","13180"
"28015","28027"
"28015","28015"
"28015","28033"
"17818","17812"
"17818","17815"
"17818","17818"
"17818","17821"
"04171","04171"
"04171","04174"
"04171","04180"
"25222","25222"
"25396","25411"
"25396","25408"
"25396","25396"
"03301","03301"
"03301","03292"
"03301","03299"
"17707","17701"
"17707","17704"
"17707","17707"
"17707","17710"
"17623","17619"
"17623","17620"
"17623","17623"
"17623","17626"
"00976","00973"
"00976","00976"
"02014","02059"
"02014","02014"
"02014","02017"
"02380","02377"
"02380","02380"
"02380","02383"
"00832","00826"
"00832","00832"
"00832","00835"
"01708","01708"
"01708","01711"
"01708","01780"
"03424","03424"
"03424","03427"
"03046","03022"
"03046","03046"
"02869","02887"
"02869","02869"
"02788","02797"
"02788","02785"
"02788","02788"
"01024","01036"
"01024","01024"
"01024","01042"
"08527","08539"
"08527","08527"
"08527","08533"
"02725","02737"
"02725","02719"
"02725","02725"
"02989","02971"
"02989","02974"
"02989","02989"
"02989","03079"
"02989","03070"
"01290","01312"
"01290","01309"
"01290","01290"
"25054","25054"
"25054","25072"
"25054","25075"
"25084","25081"
"25084","25084"
"25084","25087"
"25093","25090"
"25093","25093"
"25063","25060"
"25063","25063"
"25057","25057"
"25057","25066"
"01321","01333"
"01321","01342"
"01321","01321"
"02890","02884"
"02890","02878"
"02890","02890"
"25018","25012"
"25018","25018"
"25018","25033"
"29125","29125"
"29125","29152"
"02905","02938"
"02905","02929"
"02905","02917"
"02905","02905"
"02947","02986"
"02947","02992"
"02947","02980"
"02947","02947"
"04750","04750"
"04750","04747"
"04750","04732"
"04750","04738"
"07462","07462"
"07462","07459"
"07462","07465"
"07462","07456"
"09676","09670"
"09676","09676"
"09676","09691"
"09676","09673"
"23005","23005"
"23005","23035"
"23005","23044"
"23005","23050"
"02839","02875"
"02839","02857"
"02839","02866"
"02839","02863"
"02839","02881"
"02839","02839"
"22615","22615"
"22615","22621"
"16819","16819"
"13579","13576"
"13579","13579"
"13579","13588"
"07498","07513"
"07498","07498"
"07498","07495"
"07498","07501"
"00991","00991"
"00991","00997"
"00991","01000"
"22546","22540"
"22546","22531"
"22546","22546"
"01153","01189"
"01153","01183"
"01153","01153"
"23152","23152"
"23152","23167"
"06325","06325"
"06325","06343"
"06325","06328"
"11254","11254"
"11254","11260"
"11254","11266"
"12916","12934"
"12916","12916"
"12859","12844"
"12859","12859"
"12859","12856"
"12700","12700"
"12700","12715"
"12700","12712"
"12700","12709"
"19126","19126"
"19126","19132"
"19126","19123"
"19126","19135"
"25906","25907"
"25906","25894"
"25906","25906"
"03856","03856"
"03856","03859"
"03856","03886"
"03856","03883"
"12694","12706"
"12694","12724"
"12694","12694"
"12745","12745"
"12745","12748"
"12745","12772"
"01180","01180"
"01180","01186"
"01180","01195"
"01246","01249"
"01246","01246"
"07996","07981"
"07996","07996"
"07996","08005"
"06475","06475"
"06475","06487"
"06475","06493"
"06475","06490"
"01864","01858"
"01864","01864"
"01864","01861"
"01864","01870"
"01942","01939"
"01942","01942"
"01636","01630"
"01636","01615"
"01636","01636"
"25681","25681"
"25681","25693"
"25681","25699"
"25681","25705"
"20710","20713"
"20710","20710"
"20710","20702"
"20494","20497"
"20494","20494"
"19501","19501"
"19501","19498"
"19501","19504"
"27991","27991"
"27991","28021"
"27991","28012"
"19366","19426"
"19366","19417"
"19366","19393"
"19366","19366"
"07294","07273"
"07294","07279"
"07294","07294"
"19141","19156"
"19141","19141"
"19141","19168"
"19141","19174"
"23947","23946"
"23947","23947"
"23947","23944"
"23947","23945"
"23377","23389"
"23377","23395"
"23377","23377"
"01738","01738"
"01738","01732"
"06427","06412"
"06427","06403"
"06427","06427"
"22465","22459"
"22465","22465"
"22465","22471"
"22435","22447"
"22435","22450"
"22435","22456"
"22435","22435"
"19255","19270"
"19255","19261"
"19255","19252"
"19255","19255"
"22453","22453"
"22453","22441"
"22453","22444"
"22453","22462"
"19597","19612"
"19597","19618"
"19597","19621"
"19597","19597"
"17242","17236"
"17242","17242"
"18406","18406"
"18406","18415"
"18406","18427"
"21997","21997"
"01789","01789"
"01789","01801"
"22006","22003"
"22006","22006"
"22006","22000"
"00952","00952"
"05047","05008"
"05047","05047"
"05047","05041"
"06211","06211"
"06211","06193"
"06211","06199"
"01879","01867"
"01879","01879"
"01879","01885"
"05089","05089"
"05089","05104"
"05089","05101"
"04876","04876"
"04876","04855"
"02782","02776"
"02782","02794"
"02782","02791"
"02782","02782"
"09466","09457"
"09466","09466"
"09313","09304"
"09313","09313"
"06463","06466"
"06463","06463"
"06463","06523"
"02287","02326"
"02287","02287"
"02287","02338"
"02287","02329"
"02287","02347"
"20364","20364"
"20364","20374"
"20364","20386"
"16855","16846"
"16855","16855"
"06481","06469"
"06481","06481"
"06481","06502"
"06481","06472"
"03850","03832"
"03850","03838"
"03850","03850"
"04078","04078"
"04078","04093"
"04078","04081"
"03091","03109"
"03091","03091"
"04204","04204"
"04204","04216"
"04222","04222"
"04222","04213"
"03754","03733"
"03754","03736"
"03754","03754"
"03754","03775"
"03814","03811"
"03814","03814"
"03814","03817"
"04132","04120"
"04132","04132"
"04132","04147"
"04132","04153"
"04132","04150"
"04123","04123"
"04123","04111"
"04123","04126"
"03283","03298"
"03283","03283"
"03283","03277"
"03283","03284"
"04108","04108"
"04108","04114"
"04195","04192"
"04195","04195"
"03985","03985"
"03985","04056"
"03892","03892"
"03892","03895"
"10330","10315"
"10330","10321"
"10330","10330"
"10330","10339"
"10330","10348"
"03175","03175"
"03175","03174"
"20137","20152"
"20137","20137"
"20137","20146"
"20137","20110"
"08038","08044"
"08038","08035"
"08038","08038"
"16804","16804"
"28996","28996"
"28996","29008"
"28996","29002"
"29083","29071"
"29083","29083"
"29083","29059"
"17044","17041"
"17044","17044"
"17044","17050"
"17248","17233"
"17248","17248"
"17056","17053"
"17056","17056"
"12247","12262"
"12247","12226"
"12247","12247"
"12247","12259"
"26728","26731"
"26728","26728"
"30403","30400"
"30403","30403"
"30403","30397"
"30463","30463"
"30463","30484"
"30463","30496"
"04387","04384"
"04387","04387"
"06637","06637"
"06637","06646"
"06637","06643"
"06637","06634"
"25585","25585"
"25585","25594"
"25585","25615"
"25585","25597"
"31366","31375"
"31366","31381"
"31366","31366"
"30880","30880"
"30880","30895"
"30880","30889"
"29374","29374"
"29374","29380"
"29374","29383"
"29374","29377"
"28519","28519"
"28519","28534"
"28519","28558"
"31894","31894"
"31894","31897"
"31894","31912"
"16792","16780"
"16792","16783"
"16792","16792"
"16792","16798"
"26596","26599"
"26596","26596"
"04699","04696"
"04699","04687"
"04699","04699"
"11131","11125"
"11131","11131"
"11131","11095"
"12271","12265"
"12271","12271"
"12271","12274"
"08218","08206"
"08218","08215"
"08218","08218"
"07999","07999"
"07999","07975"
"23851","23846"
"23851","23851"
"24049","24046"
"24049","24048"
"24049","24049"
"23830","23827"
"23830","23830"
"23887","23887"
"23887","23902"
"23887","23888"
"23887","23893"
"23722","23722"
"23722","23755"
"23722","23743"
"23942","23942"
"23942","23980"
"23942","23983"
"23941","23941"
"23941","23965"
"23941","23962"
"23941","23966"
"23941","23950"
"10237","10219"
"10237","10237"
"10237","10243"
"10237","10246"
"10237","10258"
"11806","11803"
"11806","11806"
"11806","11815"
"11806","11812"
"14653","14632"
"14653","14653"
"14653","14629"
"04489","04489"
"28594","28594"
"28594","28636"
"28594","28630"
"28870","28870"
"28870","28882"
"28870","28885"
"02086","02086"
"02086","02131"
"02086","02122"
"30628","30628"
"30628","30634"
"30628","30649"
"01912","01912"
"01912","01888"
"01912","01915"
"30409","30409"
"30409","30427"
"30409","30433"
"02020","02053"
"02020","02050"
"02020","02020"
"02020","02065"
"03781","03781"
"03781","03796"
"03781","03802"
"17254","17251"
"17254","17254"
"17254","17257"
"22909","22909"
"22909","22910"
"21136","21136"
"21136","21142"
"29266","29266"
"29266","29269"
"29266","29299"
"16591","16591"
"16591","16579"
"28360","28360"
"28360","28411"
"28360","28399"
"06967","06967"
"29728","29746"
"29728","29722"
"29728","29728"
"29728","29737"
"29641","29641"
"29641","29629"
"29641","29647"
"32128","32128"
"32128","32149"
"32128","32143"
"32212","32212"
"32212","32230"
"00883","00883"
"00883","00877"
"17728","17716"
"17728","17719"
"17728","17728"
"14056","14056"
"14056","14044"
"14056","14047"
"04693","04693"
"25159","25159"
"25159","25171"
"25159","25189"
"25180","25165"
"25180","25180"
"25180","25183"
"25162","25162"
"25162","25168"
"25162","25192"
"21880","21898"
"21880","21874"
"21880","21880"
"01327","01330"
"01327","01327"
"30580","30580"
"30580","30571"
"30580","30583"
"02245","02227"
"02245","02245"
"02185","02173"
"02185","02185"
"02185","02188"
"16369","16354"
"16369","16369"
"16369","16375"
"22840","22837"
"22840","22840"
"06220","06223"
"06220","06220"
"06220","06232"
"31633","31630"
"31633","31627"
"31633","31633"
"31633","31636"
"30643","30643"
"30643","30652"
"30643","30667"
"14404","14431"
"14404","14404"
"24640","24655"
"24640","24658"
"24640","24661"
"24478","24463"
"24478","24478"
"24313","24313"
"24313","24314"
"24406","24406"
"24406","24409"
"02152","02137"
"02152","02152"
"04726","04720"
"04726","04729"
"04726","04726"
"28159","28159"
"28159","28168"
"28159","28180"
"27664","27679"
"27664","27664"
"01366","01366"
"01366","01367"
"01366","01372"
"30595","30595"
"30595","30616"
"28108","28141"
"28108","28108"
"28108","28147"
"28108","28156"
"25573","25573"
"25573","25561"
"29308","29308"
"29308","29311"
"29308","29314"
"29416","29416"
"29416","29428"
"29416","29440"
"18685","18685"
"18685","18691"
"18685","18112"
"18685","18694"
"18739","18739"
"18739","18715"
"18739","18706"
"10888","10888"
"10888","10918"
"10888","10897"
"02008","02005"
"02008","02008"
"02008","01999"
"02008","02011"
"10903","10924"
"10903","10903"
"10903","10894"
"18736","18736"
"18736","18733"
"18736","18727"
"08341","08341"
"08341","08353"
"08341","08389"
"07519","07519"
"07519","07522"
"18748","18751"
"18748","18748"
"18748","18745"
"26341","26335"
"26341","26341"
"26341","26344"
"26341","26350"
"15142","15142"
"15142","15133"
"15142","15145"
"15142","15151"
"15127","15169"
"15127","15127"
"18742","18721"
"18742","18742"
"18742","18730"
"15178","15172"
"15178","15178"
"15178","15181"
"15148","15154"
"15148","15136"
"15148","15148"
"15148","15139"
"15163","15184"
"15163","15163"
"15163","15160"
"15163","15175"
"18673","18673"
"18673","18697"
"18673","18724"
"02896","02893"
"02896","02899"
"02896","02896"
"01324","01324"
"01324","01291"
"02746","02746"
"02746","02662"
"02746","02749"
"19537","19546"
"19537","19534"
"19537","19522"
"19537","19537"
"14959","14965"
"14959","14959"
"14026","14026"
"14026","14035"
"14026","14041"
"09634","09628"
"09634","09625"
"09634","09646"
"09634","09634"
"09634","09643"
"09634","09640"
"18394","18403"
"18394","18394"
