new_ward_code,old_ward_code
"18394","18391"
"31261","31276"
"31261","31277"
"31261","31261"
"27553","27553"
"27553","27556"
"27553","27535"
"19414","19414"
"19414","19423"
"19414","19408"
"19414","19384"
"19496","19543"
"19496","19519"
"19496","19496"
"23629","23626"
"23629","23627"
"23629","23629"
"23629","23632"
"08614","08614"
"08614","08605"
"08614","08623"
"24454","24451"
"24454","24454"
"24454","24457"
"25000","25000"
"25000","25009"
"25000","25027"
"25000","25030"
"12619","12589"
"12619","12625"
"12619","12619"
"22651","22651"
"22651","22693"
"22651","22690"
"22660","22654"
"22660","22660"
"22678","22687"
"22678","22678"
"22678","22684"
"19681","19729"
"19681","19681"
"19681","19714"
"22672","22672"
"22672","22681"
"22672","22675"
"22657","22657"
"22657","22663"
"22657","22669"
"17464","17452"
"17464","17461"
"17464","17464"
"17464","17467"
"24346","24346"
"24346","24349"
"24346","24370"
"24561","24550"
"24561","24561"
"24561","24562"
"00871","00871"
"00871","00868"
"24568","24568"
"24568","24571"
"20635","20629"
"20635","20635"
"20635","20638"
"20623","20623"
"20623","20620"
"20623","20617"
"03571","03571"
"03571","03565"
"03571","03568"
"08254","08254"
"08254","08242"
"08254","08251"
"08254","08260"
"10180","10174"
"10180","10165"
"10180","10171"
"10180","10168"
"10180","10180"
"18904","18907"
"18904","18904"
"05755","05755"
"05755","05758"
"05755","05749"
"05086","05077"
"05086","05083"
"05086","05086"
"09856","09838"
"09856","09841"
"09856","09850"
"09856","09856"
"09856","09865"
"07672","07666"
"07672","07672"
"25552","25552"
"25552","25558"
"25552","25555"
"03106","03115"
"03106","03106"
"26326","26317"
"26326","26326"
"26326","26314"
"26326","26320"
"25777","25777"
"25777","25789"
"25777","25795"
"02707","02722"
"02707","02713"
"02707","02707"
"23383","23380"
"23383","23383"
"23383","23386"
"24229","24220"
"24229","24229"
"22225","22216"
"22225","22225"
"24328","24328"
"24328","24334"
"24373","24373"
"24373","24382"
"24373","24385"
"24373","24391"
"24373","24394"
"24373","24397"
"24496","24493"
"24496","24496"
"24505","24499"
"24505","24505"
"24505","24517"
"24376","24376"
"24376","24379"
"24376","24380"
"24376","24388"
"24544","24544"
"24544","24547"
"22237","22210"
"22237","22237"
"24559","24556"
"24559","24559"
"24559","24565"
"24540","24540"
"24540","24541"
"24540","24553"
"24250","24247"
"24250","24250"
"24250","24253"
"24502","24514"
"24502","24520"
"24502","24502"
"24400","24400"
"24400","24401"
"24217","24215"
"24217","24217"
"24217","24226"
"24211","24211"
"24211","24223"
"24241","24238"
"24241","24241"
"24241","24244"
"24403","24403"
"24403","24404"
"09454","09454"
"09454","09484"
"09454","09493"
"09454","09490"
"18466","18463"
"18466","18466"
"18466","18433"
"25015","25015"
"25015","25021"
"31726","31714"
"31726","31726"
"14482","14470"
"14482","14482"
"14482","14473"
"04636","04633"
"04636","04648"
"04636","04636"
"26311","26308"
"26311","26311"
"26311","26305"
"14389","14392"
"14389","14389"
"14389","14386"
"00565","00571"
"00565","00580"
"00565","00565"
"00565","00553"
"10999","11038"
"10999","10999"
"10999","11035"
"14524","14515"
"14524","14512"
"14524","14524"
"03922","03922"
"03922","03925"
"03922","03937"
"03922","03946"
"02923","02923"
"02923","02932"
"02923","02659"
"11050","11044"
"11050","11047"
"11050","11050"
"11050","11059"
"11050","11056"
"28720","28720"
"28720","28714"
"28720","28726"
"14494","14476"
"14494","14485"
"14494","14494"
"14401","14398"
"14401","14401"
"14401","14410"
"14464","14464"
"14464","14467"
"14488","14479"
"14488","14488"
"14488","14503"
"17524","17512"
"17524","17524"
"17524","17539"
"17278","17269"
"17278","17278"
"30796","30796"
"30796","30797"
"30796","30799"
"15043","15043"
"15043","15040"
"14194","14194"
"14194","14206"
"14194","14191"
"14182","14158"
"14182","14182"
"14182","14185"
"14179","14179"
"14179","14209"
"14179","14188"
"28807","28813"
"28807","28828"
"28807","28807"
"14161","14161"
"14161","14155"
"14161","14164"
"14212","14212"
"14212","14200"
"14212","14152"
"14203","14197"
"14203","14176"
"14203","14203"
"14167","14167"
"14167","14170"
"19495","19552"
"19495","19510"
"19495","19507"
"19495","19495"
"00985","00985"
"30904","30904"
"30904","30922"
"30904","30916"
"30904","30919"
"30904","30917"
"28984","28984"
"28984","29017"
"28984","29032"
"31972","31972"
"31972","31984"
"23611","23608"
"23611","23611"
"23611","23791"
"28747","28747"
"28747","28705"
"20587","20590"
"20587","20587"
"20587","20584"
"30952","30952"
"30952","30976"
"30952","30964"
"19603","19615"
"19603","19606"
"19603","19600"
"19603","19603"
"29701","29686"
"29701","29707"
"29701","29701"
"29713","29710"
"29713","29713"
"29713","29716"
"14896","14896"
"14896","14899"
"08110","08080"
"08110","08110"
"08443","08440"
"08443","08446"
"08443","08443"
"13753","13747"
"13753","13753"
"13753","13765"
"13753","13768"
"12322","12328"
"12322","12301"
"12322","12319"
"12322","12322"
"07840","07879"
"07840","07867"
"07840","07861"
"07840","07846"
"07840","07840"
"27952","27952"
"27952","27961"
"27952","27934"
"31396","31396"
"31396","31429"
"01960","01963"
"01960","01960"
"29455","29452"
"29455","29455"
"29455","29443"
"27658","27652"
"27658","27658"
"27658","27661"
"24967","24961"
"24967","24964"
"24967","24967"
"28501","28501"
"28501","28510"
"28501","28507"
"20779","20758"
"20779","20779"
"20779","20782"
"16072","16066"
"16072","16069"
"16072","16063"
"16072","16072"
"16072","16057"
"16072","16075"
"17770","17758"
"17770","17770"
"17770","17773"
"17770","17776"
"06073","06073"
"06073","06067"
"21688","21688"
"21688","21709"
"21688","21712"
"21688","21724"
"09832","09832"
"09832","09844"
"09832","09847"
"09832","09835"
"09832","09853"
"23194","23194"
"23194","23212"
"23194","23215"
"12070","12061"
"12070","12070"
"12070","12208"
"19111","19177"
"19111","19186"
"19111","19180"
"19111","19183"
"19111","19111"
"08896","08887"
"08896","08896"
"08896","08899"
"08203","08203"
"08203","08179"
"08203","08200"
"12337","12337"
"12337","12340"
"12337","12346"
"12337","12355"
"01021","01063"
"01021","01066"
"01021","01048"
"01021","01021"
"01021","01045"
"07822","07822"
"07822","07816"
"07822","07825"
"07822","07831"
"06172","06172"
"06172","06166"
"06172","06178"
"06172","06181"
"06172","06175"
"06841","06847"
"06841","06841"
"15286","15286"
"15286","15283"
"15286","15328"
"15976","15949"
"15976","15973"
"15976","15976"
"15976","15979"
"15880","15877"
"15880","15880"
"15880","15886"
"15880","15919"
"15865","15928"
"15865","15952"
"15865","15946"
"15865","15937"
"15865","15940"
"15865","15865"
"15961","15958"
"15961","15955"
"15961","15964"
"15961","15961"
"15961","15967"
"15961","15982"
"15889","15883"
"15889","15916"
"15889","15889"
"15889","15892"
"15910","15895"
"15910","15901"
"15910","15910"
"15910","15907"
"16000","15997"
"16000","16000"
"16000","15994"
"16000","16003"
"15991","15985"
"15991","15988"
"15991","15991"
"15991","16006"
"23799","23799"
"23799","23800"
"03460","03467"
"03460","03460"
"01354","01354"
"01354","01357"
"16828","16828"
"04210","04210"
"04210","04201"
"08515","08503"
"08515","08506"
"08515","08515"
"10816","10825"
"10816","10828"
"10816","10816"
"18502","18499"
"18502","18502"
"15274","15280"
"15274","15292"
"15274","15274"
"10843","10855"
"10843","10843"
"10843","10834"
"10843","10831"
"20515","20515"
"20515","20512"
"20515","20518"
"01438","01429"
"01438","01438"
"01438","01435"
"15271","15319"
"15271","15304"
"15271","15307"
"15271","15271"
"10846","10840"
"10846","10864"
"10846","10846"
"10882","10879"
"10882","10882"
"10882","10876"
"29489","29488"
"29489","29482"
"29489","29489"
"23128","23119"
"23128","23125"
"23128","23128"
"23095","23095"
"23095","23098"
"23059","23059"
"23059","23083"
"23059","23092"
"23089","23071"
"23089","23077"
"23089","23089"
"23110","23110"
"23110","23137"
"23122","23113"
"23122","23116"
"23122","23122"
"23236","23236"
"23236","23257"
"23236","23260"
"02374","02401"
"02374","02374"
"02374","02416"
"02374","02410"
"09772","09751"
"09772","09757"
"09772","09766"
"09772","09772"
"09772","09775"
"09772","09778"
"09772","09781"
"02353","02344"
"02353","02362"
"02353","02353"
"31393","31393"
"31393","31423"
"01654","01666"
"01654","01687"
"01654","01654"
"31891","31891"
"31891","31933"
"31891","31921"
"29830","29824"
"29830","29830"
"29830","29833"
"25042","25042"
"25042","25045"
"29734","29731"
"29734","29743"
"29734","29734"
"26647","26647"
"30934","30937"
"30934","30934"
"30934","30940"
"26641","26650"
"26641","26644"
"26641","26641"
"21871","21871"
"21871","21883"
"25606","25603"
"25606","25606"
"25606","25612"
"27979","27970"
"27979","27979"
"27979","27973"
"30208","30208"
"30208","30217"
"30208","30223"
"30208","30229"
"09988","09988"
"09988","10000"
"30430","30430"
"30430","30424"
"29410","29410"
"22285","22285"
"22285","22288"
"25036","25024"
"25036","25036"
"25036","25039"
"10096","10102"
"10096","10090"
"10096","10096"
"10096","10105"
"10096","10108"
"24175","24172"
"24175","24175"
"24175","24178"
"24472","24469"
"24472","24472"
"24472","24481"
"30949","30949"
"30949","30950"
"23053","23053"
"23053","23056"
"22276","22276"
"22276","22294"
"20332","20326"
"20332","20332"
"19033","19024"
"19033","19033"
"19033","19036"
"31717","31717"
"31717","31729"
"20320","20320"
"20320","20317"
"22291","22291"
"22291","22297"
"22291","22300"
"10417","10396"
"10417","10417"
"10417","10429"
"10417","10435"
"30790","30802"
"30790","30790"
"30814","30814"
"30817","30817"
"30817","30840"
"30817","30841"
"30817","30829"
"16186","16186"
"16186","16204"
"27559","27580"
"27559","27562"
"27559","27559"
"01201","01201"
"01201","01198"
"01201","01207"
"16801","16801"
"16801","16807"
"16801","16810"
"17395","17392"
"17395","17395"
"17395","17398"
"17395","17401"
"29362","29359"
"29362","29362"
"29362","29368"
"02455","02455"
"02455","02440"
"20443","20440"
"20443","20443"
"11809","11809"
"11809","11821"
"08416","08416"
"08416","08413"
"02425","02425"
"12586","12586"
"12586","12658"
"12586","12664"
"12586","12667"
"12586","12673"
"12586","12643"
"12586","12655"
"31906","31909"
"31906","31906"
"04576","04570"
"04576","04576"
"28901","28900"
"28901","28897"
"28901","28901"
"27628","27628"
"27628","27640"
"27628","27631"
"20131","20128"
"20131","20158"
"20131","20131"
"29407","29404"
"29407","29407"
"29407","29401"
"32140","32140"
"32140","32141"
"32140","32146"
"18001","18001"
"18001","18010"
"18001","18016"
"18001","18022"
"18028","18025"
"18028","18028"
"18028","18043"
"18028","18055"
"29044","29044"
"29044","29035"
"29044","29047"
"13066","13072"
"13066","13066"
"13066","13060"
"25309","25309"
"25309","25310"
"25711","25714"
"25711","25711"
"28336","28342"
"28336","28336"
"28336","28339"
"26281","26266"
"26281","26275"
"26281","26281"
"26281","26287"
"06349","06349"
"06349","06370"
"27727","27730"
"27727","27727"
"27727","27724"
"01351","01351"
"01351","01352"
"01351","01343"
"09931","09919"
"09931","09934"
"09931","09931"
"18523","18508"
"18523","18523"
"18523","18514"
"08632","08632"
"08632","08647"
"08632","08644"
"18496","18496"
"18496","18526"
"18496","18529"
"28981","28981"
"28981","28978"
"28981","28975"
"18532","18517"
"18532","18505"
"18532","18532"
"10489","10495"
"10489","10492"
"10489","10483"
"10489","10489"
"18133","18133"
"18133","18217"
"18133","18190"
"18133","18175"
"18133","18187"
"18544","18556"
"18544","18541"
"18544","18544"
"18550","18520"
"18550","18538"
"18550","18550"
"19555","19561"
"19555","19558"
"19555","19555"
"19435","19435"
"19435","19438"
"19441","19441"
"19441","19444"
"19441","19447"
"09982","09991"
"09982","10012"
"09982","09982"
"09982","10009"
"08053","08053"
"08053","08119"
"08053","08095"
"08053","08092"
"01558","01564"
"01558","01573"
"01558","01558"
"17722","17722"
"17722","17824"
"01618","01624"
"01618","01618"
"01618","01609"
"04585","04612"
"04585","04618"
"04585","04594"
"04585","04585"
"14281","14284"
"14281","14281"
"14281","14296"
"14236","14236"
"14236","14233"
"14236","14260"
"17419","17404"
"17419","17410"
"17419","17419"
"17419","17431"
"06799","06799"
"11257","11248"
"11257","11257"
"11257","11263"
"14248","14224"
"14248","14248"
"14248","14263"
"14215","14215"
"14215","14227"
"14215","14254"
"19702","19717"
"19702","19708"
"19702","19702"
"06886","06892"
"06886","06886"
"17833","17833"
"17833","17836"
"17833","17845"
"08782","08782"
"08782","08803"
"08782","08806"
"08782","08809"
"06733","06739"
"06733","06733"
"23020","23014"
"23020","23017"
"23020","23020"
"14287","14266"
"14287","14269"
"14287","14287"
"06724","06727"
"06724","06724"
"14221","14311"
"14221","14221"
"14221","14302"
"14218","14218"
"14218","14272"
"14218","14275"
"14308","14308"
"14308","14293"
"14308","14317"
"25588","25600"
"25588","25609"
"25588","25588"
"16012","16048"
"16012","16045"
"16012","16030"
"16012","16012"
"28366","28366"
"28366","28363"
"28366","28372"
"27931","27955"
"27931","27949"
"27931","27931"
"27841","27841"
"27841","27832"
"27841","27829"
"31338","31338"
"31338","31339"
"31338","31336"
"01084","01093"
"01084","01081"
"01084","01084"
"32092","32092"
"26620","26620"
"26620","26626"
"26620","26623"
"16138","16138"
"16138","16141"
"16138","16135"
"16138","16159"
"31570","31570"
"31570","31585"
"14869","14911"
"14869","14869"
"11218","11206"
"11218","11218"
"11218","11233"
"31843","31843"
"31843","31855"
"31843","31852"
"18409","18409"
"18409","18412"
"12685","12679"
"12685","12682"
"12685","12685"
"06079","06079"
"06079","06094"
"13927","13924"
"13927","13927"
"13927","13930"
"12196","12190"
"12196","12193"
"12196","12202"
"12196","12196"
"23086","23080"
"23086","23086"
"02608","02599"
"02608","02608"
"02608","02596"
"10465","10462"
"10465","10465"
"10465","10498"
"10465","10468"
"10465","10471"
"10465","10474"
"03508","03499"
"03508","03496"
"03508","03508"
"23041","23038"
"23041","23041"
"02260","02254"
"02260","02260"
"02260","02275"
"10210","10213"
"10210","10210"
"10210","10207"
"10210","10225"
"10210","10192"
"10210","10186"
"13159","13156"
"13159","13159"
"30673","30673"
"30673","30676"
"30673","30679"
"28393","28390"
"28393","28387"
"28393","28393"
"28393","28375"
"06151","06151"
"06151","06160"
"21868","21868"
"21868","21856"
"08905","08893"
"08905","08905"
"08905","08890"
"05068","05035"
"05068","05068"
"05068","05080"
"08770","08767"
"08770","08764"
"08770","08770"
"17605","17578"
"17605","17587"
"17605","17596"
"17605","17605"
"17605","17614"
"05632","05638"
"05632","05626"
"05632","05632"
"02680","02677"
"02680","02680"
"07864","07855"
"07864","07864"
"07864","07849"
"07864","07858"
"07864","07843"
"10615","10615"
"10615","10612"
"10615","10609"
"15682","15679"
"15682","15676"
"15682","15688"
"15682","15682"
"15682","15685"
"16885","16885"
"16849","16840"
"16849","16849"
"16849","16861"
"06400","06400"
"06400","06388"
"06385","06385"
"06385","06424"
"06385","06451"
"23911","23911"
"23911","23920"
"23911","23914"
"23710","23710"
"23710","23716"
"23710","23719"
"23788","23788"
"23326","23329"
"23326","23327"
"23326","23326"
"23872","23872"
"24100","24103"
"24100","24100"
"24100","24115"
"23869","23860"
"23869","23869"
"23764","23764"
"23764","23778"
"23764","23771"
"24061","24060"
"24061","24061"
"24061","24058"
"23767","23767"
"23767","23768"
"23767","23770"
"23767","23785"
"23971","23974"
"23971","23971"
"23971","23972"
"23971","23968"
"23728","23728"
"23728","23740"
"23728","23725"
"23977","23959"
"23977","23977"
"23977","23978"
"23776","23779"
"23776","23776"
"23776","23773"
"23866","23875"
"23866","23863"
"23866","23866"
"23986","23986"
"23986","23987"
"23734","23734"
"23734","23737"
"23734","23738"
"23935","23932"
"23935","23935"
"24214","24214"
"23884","23884"
"23782","23782"
"24022","24031"
"24022","24022"
"24022","24037"
"23749","23749"
"23749","23752"
"23749","23731"
"23926","23926"
"23926","23929"
"23926","23923"
"23881","23881"
"23917","23917"
"24065","24064"
"24065","24065"
"24112","24112"
"24112","24079"
"24112","24085"
"24221","24221"
"24073","24070"
"24073","24073"
"24028","24025"
"24028","24028"
"24028","24034"
"24028","24019"
"23908","23905"
"23908","23908"
"23908","23924"
"23714","23714"
"23714","23713"
"24943","24940"
"24943","24943"
"23638","23638"
"23638","23656"
"23638","23660"
"16822","16822"
"05953","05959"
"05953","05953"
"05953","05947"
"05953","05962"
"05953","05965"
"04465","04459"
"04465","04465"
"19429","19429"
"19429","19450"
"19429","19468"
"19429","19453"
"20161","20164"
"20161","20170"
"20161","20185"
"20161","20161"
"03640","03640"
"03640","03643"
"12205","12205"
"12205","12250"
"12205","12253"
"12205","12232"
"03430","03421"
"03430","03430"
"01147","01147"
"01147","01150"
"06565","06559"
"06565","06565"
"06037","06049"
"06037","06037"
"06037","06028"
"32059","32059"
"30341","30341"
"30341","30340"
"30341","30343"
"32110","32110"
"32110","32116"
"21472","21475"
"21472","21472"
"32119","32119"
"32119","32113"
"27763","27763"
"27763","27760"
"27763","27766"
"14614","14599"
"14614","14593"
"14614","14614"
"06286","06286"
"06286","06241"
"06286","06217"
"32062","32062"
"32062","32056"
"14611","14617"
"14611","14611"
"22714","22714"
"22714","22723"
"22714","22726"
"14563","14578"
"14563","14563"
"14563","14572"
"14608","14590"
"14608","14608"
"14608","14602"
"22609","22609"
"22609","22630"
"22609","22645"
"01336","01336"
"01336","01345"
"03103","03100"
"03103","03118"
"03103","03103"
"20722","20722"
"20722","20725"
"00802","00799"
"00802","00802"
"00802","00814"
"11224","11188"
"11224","11230"
"11224","11224"
"08635","08635"
"08635","08638"
"08635","08650"
"03583","03583"
"03583","03580"
"03583","03577"
"00382","00382"
"00382","00397"
"00382","00415"
"03961","03961"
"03961","03967"
"02350","02356"
"02350","02350"
"02350","02371"
"04978","04978"
"04978","05065"
"04978","05026"
"17791","17791"
"17791","17797"
"17791","17806"
"18223","18211"
"18223","18223"
"17971","17956"
"17971","17962"
"17971","17971"
"17971","17980"
"17971","17983"
"26608","26608"
"26608","26574"
"26608","26602"
"19318","19318"
"19318","19273"
"19318","19327"
"18943","18946"
"18943","18943"
"18943","18931"
"18943","18934"
"05551","05551"
"05551","05545"
"21727","21727"
"21727","21718"
"14638","14635"
"14638","14638"
"14638","14641"
"28582","28585"
"28582","28582"
"28582","28579"
"10804","10804"
"10804","10801"
"10804","10810"
"10804","10798"
"15187","15265"
"15187","15253"
"15187","15214"
"15187","15241"
"15187","15256"
"15187","15187"
"18922","18937"
"18922","18922"
"14698","14695"
"14698","14698"
"01792","01792"
"01792","01804"
"01792","01723"
"07552","07552"
"07552","07558"
"30787","30787"
"30787","30808"
"30787","30809"
"06625","06619"
"06625","06622"
"06625","06625"
"15112","15118"
"15112","15112"
"15112","15109"
"02332","02332"
"02332","02341"
"11728","11743"
"11728","11728"
"11749","11734"
"11749","11749"
"11749","11752"
"11749","11746"
"11725","11704"
"11725","11695"
"11725","11725"
"02437","02437"
"11680","11680"
"11680","11722"
"11680","11698"
"11680","11701"
"13075","13075"
"13075","13138"
"13075","13162"
"13075","13144"
"13075","13165"
"09910","09943"
"09910","09928"
"09910","09925"
"09910","09907"
"09910","09910"
"23497","23494"
"23497","23488"
"23497","23497"
"23818","23821"
"23818","23818"
"23701","23689"
"23701","23684"
"23701","23695"
"23476","23464"
"23476","23476"
"23476","23467"
"23430","23434"
"23430","23431"
"23430","23430"
"23650","23650"
"24538","24538"
"24538","24574"
"24538","24577"
"24448","24448"
"24448","24466"
"24448","24475"
"24310","24307"
"24310","24310"
"24604","24604"
"24688","24688"
"24688","24699"
"24688","24700"
"24343","24343"
"24343","24355"
"24343","24361"
"24490","24490"
"24490","24508"
"24490","24511"
"24490","24523"
"07399","07384"
"07399","07387"
"07399","07399"
"23674","23674"
"23674","23659"
"23674","23662"
"23824","23824"
"23824","23845"
"23824","23854"
"10945","10945"
"10945","10951"
"10945","10954"
"10945","10960"
"31528","31528"
"31528","31558"
"31528","31555"
"18775","18775"
"18775","18772"
"18775","18769"
"18775","18763"
"18814","18814"
"18814","18829"
"18790","18778"
"18790","18790"
"18790","18805"
"18838","18838"
"18838","18850"
"18844","18844"
"18844","18799"
"06979","06976"
"06979","06979"
"06979","07033"
"18787","18793"
"18787","18787"
"18787","18784"
"18766","18766"
"18766","18760"
"18766","18757"
"05818","05815"
"05818","05818"
"05818","05803"
"20704","20704"
"20704","20705"
"23065","23065"
"23065","23107"
"05740","05740"
"05740","05737"
"19594","19591"
"19594","19594"
"26227","26239"
"26227","26227"
"20698","20699"
"20698","20698"
"31810","31810"
"10756","10756"
"10756","10762"
"10756","10768"
"14674","14668"
"14674","14671"
"14674","14674"
"30226","30226"
"30226","30220"
"30226","30196"
"30226","30199"
"08560","08560"
"08560","08554"
"08560","08578"
"08560","08557"
"15544","15547"
"15544","15544"
"15544","15556"
"18040","18037"
"18040","18040"
"18040","18052"
"18040","18064"
"05542","05542"
"05542","05539"
"19432","19432"
"19432","19456"
"19432","19459"
"00937","00943"
"00937","00937"
"00937","00931"
"04474","04474"
"00970","00961"
"00970","00970"
"00970","00979"
"15055","15037"
"15055","15055"
"13456","13450"
"13456","13456"
"13456","13453"
"09334","09337"
"09334","09346"
"09334","09334"
"09064","09067"
"09064","09070"
"09064","09064"
"01192","01177"
"01192","01192"
"01192","01204"
"08812","08789"
"08812","08812"
"08812","08833"
"22969","22969"
"22969","22987"
"22969","22990"
"22969","22999"
"08227","08221"
"08227","08224"
"08227","08227"
"09787","09811"
"09787","09787"
"09787","09790"
"09787","09793"
"13786","13783"
"13786","13792"
"13786","13786"
"04960","04960"
"04960","04969"
"04960","04957"
"04660","04660"
"04660","04621"
"04660","04297"
"24580","24580"
"24580","24583"
"24580","24586"
"31675","31675"
"31675","31705"
"28687","28687"
"28687","28681"
"28126","28117"
"28126","28126"
"28126","28120"
"25684","25627"
"25684","25684"
"25684","25687"
"08620","08608"
"08620","08620"
"08620","08626"
"29506","29506"
"29506","29509"
"29506","29503"
"25255","25255"
"25255","25258"
"29413","29413"
"25792","25804"
"25792","25792"
"28537","28561"
"28537","28537"
"28537","28570"
"12613","12613"
"12613","12592"
"12613","12646"
"12613","12649"
"12613","12637"
"31579","31588"
"31579","31579"
"26662","26662"
"26662","26674"
"26662","26677"
"03763","03763"
"03763","03742"
"29602","29602"
"29602","29608"
"29602","29599"
"29518","29518"
"29518","29539"
"28144","28144"
"28144","28153"
"29983","29980"
"29983","29983"
"30664","30664"
"30664","30670"
"30664","30655"
"31639","31639"
"31639","31669"
"29992","29992"
"29992","29998"
"29992","29995"
"26413","26410"
"26413","26413"
"21409","21406"
"21409","21409"
"21409","21415"
"20182","20173"
"20182","20188"
"20182","20182"
"26545","26545"
"25702","25690"
"25702","25696"
"25702","25702"
"26368","26368"
"26368","26392"
"26368","26404"
"26368","26395"
"29513","29513"
"29513","29521"
"30943","30943"
"30943","30947"
"30943","30946"
"28504","28498"
"28504","28504"
"28504","28495"
"29533","29533"
"30631","30631"
"30631","30640"
"30631","30646"
"31985","31981"
"31985","31985"
"26659","26659"
"26659","26668"
"28543","28552"
"28543","28543"
"28543","28549"
"15634","15634"
"15634","15631"
"02266","02233"
"02266","02266"
"02266","02242"
"04381","04378"
"04381","04381"
"22813","22813"
"22813","22816"
"08494","08494"
"08494","08498"
"08494","08512"
"09529","09529"
"09529","09514"
"09529","09535"
"04309","04318"
"04309","04312"
"04309","04306"
"04309","04309"
"31759","31759"
"31759","31765"
"31759","31768"
"21433","21433"
"21433","21436"
"20875","20869"
"20875","20872"
"20875","20875"
"03487","03488"
"03487","03484"
"03487","03481"
"03487","03487"
"13120","13102"
"13120","13120"
"12676","12670"
"12676","12676"
"12676","12661"
"19489","19489"
"19489","19480"
"19489","19471"
"04096","04096"
"04096","04102"
"04045","04045"
"04045","04024"
"02848","02851"
"02848","02848"
"02848","02818"
"00901","00910"
"00901","00901"
"00901","00895"
"01294","01294"
"01294","01300"
"13573","13573"
"13573","13567"
"13573","13585"
"01537","01537"
"01537","01534"
"01537","01543"
"15298","15298"
"15298","15343"
"15298","15334"
"15298","15331"
"00715","00715"
"00715","00718"
"00715","00724"
"01393","01393"
"01393","01420"
"00763","00766"
"00763","00757"
"00763","00763"
"23812","23809"
"23812","23815"
"23812","23812"
"29476","29473"
"29476","29476"
"16438","16453"
"16438","16456"
"16438","16438"
"12280","12280"
"12280","12292"
"12280","12304"
"12280","12325"
"28987","28999"
"28987","28987"
"28003","28009"
"28003","28003"
"28615","28615"
"28615","28609"
"28615","28612"
"06985","06985"
"06985","07036"
"28993","29005"
"28993","29011"
"28993","28993"
"23032","23029"
"23032","23032"
"15628","15628"
"04924","04924"
"04924","04945"
"04924","04942"
"04924","04954"
"04924","04951"
"17641","17629"
"17641","17632"
"17641","17641"
"17641","17653"
"32134","32131"
"32134","32130"
"32134","32134"
"32134","32122"
"09496","09496"
"09496","09505"
"09496","09511"
"31492","31493"
"31492","31492"
"16906","16906"
"24848","24847"
"24848","24848"
"24848","24865"
"05362","05365"
"05362","05368"
"05362","05362"
"05362","05356"
"11140","11140"
"11140","11134"
"11140","11143"
"05266","05266"
"05266","05332"
"05266","05335"
"05392","05392"
"05392","05419"
"05392","05413"
"05392","05422"
"11992","11992"
"11992","12007"
"11992","11989"
"07375","07426"
"07375","07405"
"07375","07417"
"07375","07375"
"30169","30169"
"30169","30187"
"30169","30193"
"30169","30205"
"08761","08761"
"08761","08794"
"08761","08815"
"08761","08797"
"19246","19276"
"19246","19258"
"19246","19246"
"19249","19285"
"19249","19300"
"19249","19264"
"19249","19267"
"19249","19279"
"19249","19249"
"31679","31678"
"31679","31679"
"20140","20140"
"20140","20155"
"20140","20143"
"06529","06529"
"06529","06544"
"06529","06553"
"06529","06550"
"18568","18568"
"18568","18430"
"18568","18421"
"18568","18580"
"25303","25303"
"25303","25300"
"25303","25306"
"25270","25270"
"25270","25297"
"25270","25288"
"25579","25579"
"25579","25576"
"25579","25564"
"25292","25291"
"25292","25292"
"25292","25282"
"29077","29077"
"29077","29068"
"29077","29065"
"25294","25294"
"25294","25305"
"25280","25273"
"25280","25280"
"25279","25279"
"25279","25285"
"06601","06589"
"06601","06601"
"06856","06844"
"06856","06856"
"07444","07468"
"07444","07477"
"07444","07480"
"07444","07483"
"07444","07444"
"07582","07582"
"07582","07570"
"07582","07591"
"07582","07567"
"07582","07588"
"29857","29851"
"29857","29857"
"07492","07492"
"07492","07510"
"04303","04330"
"04303","04339"
"04303","04348"
"04303","04303"
"02434","02431"
"02434","02434"
"02434","02443"
"05200","05200"
"05200","05242"
"05200","05254"
"05200","05233"
"05200","05221"
"18322","18316"
"18322","18319"
"18322","18322"
"05251","05248"
"05251","05251"
"05251","05263"
"18583","18670"
"18583","18577"
"18583","18583"
"18583","18493"
"04105","04105"
"04105","04135"
"04105","04138"
"23794","23794"
"23794","23803"
"23794","23806"
"23794","23686"
"10930","10930"
"10930","10939"
"10930","10933"
"09661","09661"
"17476","17449"
"17476","17458"
"17476","17476"
"17476","17485"
"08338","08332"
"08338","08335"
"08338","08338"
"18901","18925"
"18901","18928"
"18901","18913"
"18901","18901"
"17071","17071"
"17071","17083"
"17071","17092"
"01795","01795"
"01795","01813"
"21361","21361"
"21361","21355"
"21361","21358"
"03121","03121"
"03121","03112"
"00994","00994"
"00994","01009"
"02302","02302"
"02302","02299"
"02302","02293"
"00982","00982"
"15124","15079"
"15124","15124"
"15124","15121"
"15124","15064"
"02554","02542"
"02554","02554"
"02554","02557"
"14071","14071"
"14071","14080"
"14071","14086"
"25780","25780"
"25780","25786"
"25780","25783"
"12511","12481"
"12511","12511"
"12511","12496"
"12511","12487"
"01747","01747"
"01747","01675"
"00919","00919"
"13750","13750"
"13750","13762"
"08593","08593"
"08593","08569"
"08593","08596"
"25349","25339"
"25349","25349"
"25349","25348"
"03799","03799"
"03799","03805"
"03799","03793"
"00769","00769"
"00769","00784"
"00769","00796"
"00769","00781"
"09022","09022"
"09022","09019"
"09022","09013"
"09022","09010"
"23536","23536"
"17263","17260"
"17263","17263"
"04456","04477"
"04456","04468"
"04456","04471"
